order_id,product_id,supplier_id,order_date,quantity,unit_price,status
ORD002265,P0238,S019,2026-04-05,41,616.54,Cancelled
ORD002266,P0188,S004,2026-07-19,911,3000.65,Shipped
ORD002267,P0218,S022,2026-05-27,692,1487.76,Delivered
ORD002268,P0137,S012,2026-08-09,301,1790.86,Delivered
ORD002269,P0167,S020,2026-07-16,652,187.72,Delivered
ORD002270,P0375,S003,2026-06-23,545,3696.01,Processing
ORD002271,P0044,S035,2026-05-07,97,639.01,Processing
ORD002272,P0253,S028,2026-09-02,915,1380.73,Cancelled
ORD002273,P0317,S016,2026-09-16,941,4129.6,Cancelled
ORD002274,P0040,S021,2026-04-03,382,201.05,Delivered
ORD002275,P0263,S047,2026-06-29,81,1695.49,Shipped
ORD002276,P0206,S002,2026-07-10,189,4752.29,Shipped
ORD002277,P0381,S006,2026-09-07,857,4562.61,Delivered
ORD002278,P0293,S017,2026-05-12,311,3081.75,Processing
ORD002279,P0410,S004,2026-09-17,384,2870.95,Processing
ORD002280,P0141,S048,2026-07-13,706,3893.76,Shipped
ORD002281,P0344,S003,2026-07-30,620,1999.37,Processing
ORD002282,P0146,S018,2026-09-13,6,2041.84,Delivered
ORD002283,P0337,S009,2026-07-08,282,1342.6,Shipped
ORD002284,P0114,S015,2026-04-17,19,3547.95,Processing
ORD002285,P0314,S019,2026-04-09,746,3563.05,Cancelled
ORD002286,P0216,S041,2026-08-21,610,1650.47,Cancelled
ORD002287,P0477,S036,2026-07-23,13,1721.32,Shipped
ORD002288,P0422,S029,2026-06-20,156,2315.12,Cancelled
ORD002289,P0273,S045,2026-05-16,175,3368.2,Shipped
ORD002290,P0017,S043,2026-07-05,873,2860.85,Delivered
ORD002291,P0250,S036,2026-09-01,354,424.63,Shipped
ORD002292,P0150,S049,2026-06-09,323,2262.98,Cancelled
ORD002293,P0080,S040,2026-03-31,599,842.0,Shipped
ORD002294,P0221,S027,2026-08-15,784,126.81,Shipped
ORD002295,P0381,S032,2026-08-13,241,1882.67,Processing
ORD002296,P0311,S008,2026-06-28,100,1984.79,Processing
ORD002297,P0293,S019,2026-04-21,183,4325.82,Cancelled
ORD002298,P0210,S023,2026-08-11,770,1096.59,Shipped
ORD002299,P0395,S024,2026-06-13,646,537.14,Shipped
ORD002300,P0275,S035,2026-07-30,402,1133.25,Cancelled
ORD002301,P0388,S030,2026-07-28,294,4132.43,Cancelled
ORD002302,P0474,S012,2026-05-03,410,1449.15,Shipped
ORD002303,P0336,S012,2026-07-20,700,4537.33,Cancelled
ORD002304,P0335,S027,2026-08-19,998,2097.17,Processing
ORD002305,P0015,S040,2026-09-02,230,701.47,Delivered
ORD002306,P0293,S047,2026-08-24,419,4727.99,Shipped
ORD002307,P0128,S011,2026-08-27,583,3131.22,Delivered
ORD002308,P0012,S048,2026-06-26,616,4418.73,Cancelled
ORD002309,P0262,S013,2026-08-12,871,4566.9,Cancelled
ORD002310,P0371,S016,2026-06-26,180,2366.12,Processing
ORD002311,P0068,S019,2026-06-14,67,4473.28,Processing
ORD002312,P0237,S030,2026-08-18,251,3421.52,Cancelled
ORD002313,P0408,S012,2026-05-24,997,2312.42,Delivered
ORD002314,P0429,S022,2026-08-25,894,4601.58,Processing
ORD002315,P0237,S047,2026-05-25,986,358.51,Delivered
ORD002316,P0347,S027,2026-09-14,888,2603.64,Cancelled
ORD002317,P0037,S027,2026-06-30,981,1307.55,Delivered
ORD002318,P0332,S035,2026-08-26,732,128.36,Cancelled
ORD002319,P0150,S026,2026-04-08,849,4113.36,Delivered
ORD002320,P0205,S046,2026-06-25,950,2562.68,Cancelled
ORD002321,P0404,S008,2026-07-11,107,738.46,Shipped
ORD002322,P0386,S008,2026-08-19,740,853.08,Cancelled
ORD002323,P0174,S010,2026-09-08,935,1222.91,Cancelled
ORD002324,P0136,S007,2026-05-16,338,3213.76,Delivered
ORD002325,P0461,S046,2026-07-19,504,3764.99,Shipped
ORD002326,P0152,S045,2026-06-19,456,1660.0,Cancelled
ORD002327,P0133,S037,2026-09-19,282,2976.2,Processing
ORD002328,P0268,S019,2026-04-30,27,1112.9,Shipped
ORD002329,P0186,S046,2026-08-15,299,1540.25,Processing
ORD002330,P0325,S020,2026-08-16,487,3568.26,Shipped
ORD002331,P0381,S045,2026-05-02,132,741.17,Shipped
ORD002332,P0132,S041,2026-06-30,234,149.74,Processing
ORD002333,P0156,S010,2026-08-20,599,70.21,Shipped
ORD002334,P0382,S034,2026-08-01,416,2390.1,Processing
ORD002335,P0330,S010,2026-06-20,602,4264.53,Shipped
ORD002336,P0192,S025,2026-08-04,887,4631.15,Processing
ORD002337,P0247,S012,2026-08-05,496,4486.7,Delivered
ORD002338,P0485,S005,2026-09-11,351,1131.88,Processing
ORD002339,P0077,S018,2026-05-20,624,3892.29,Delivered
ORD002340,P0101,S023,2026-09-06,511,2302.02,Delivered
ORD002341,P0460,S015,2026-08-05,760,1020.62,Delivered
ORD002342,P0321,S007,2026-07-04,975,1654.28,Delivered
ORD002343,P0284,S035,2026-06-01,867,3708.88,Delivered
ORD002344,P0229,S037,2026-04-07,536,1247.38,Shipped
ORD002345,P0354,S042,2026-05-09,879,1232.98,Cancelled
ORD002346,P0021,S039,2026-05-08,273,2764.36,Delivered
ORD002347,P0376,S005,2026-05-11,928,4516.64,Shipped
ORD002348,P0107,S015,2026-04-08,250,2932.53,Cancelled
ORD002349,P0051,S035,2026-07-20,903,3909.25,Shipped
ORD002350,P0038,S013,2026-09-02,490,590.87,Delivered
ORD002351,P0102,S007,2026-07-23,556,2950.99,Cancelled
ORD002352,P0292,S001,2026-06-08,596,2154.48,Delivered
ORD002353,P0399,S042,2026-07-15,200,2948.8,Cancelled
ORD002354,P0129,S049,2026-03-24,417,3010.76,Cancelled
ORD002355,P0091,S022,2026-09-01,520,2421.57,Shipped
ORD002356,P0154,S017,2026-09-05,889,2665.63,Shipped
ORD002357,P0348,S036,2026-06-02,516,1550.93,Cancelled
ORD002358,P0388,S012,2026-04-21,500,42.52,Cancelled
ORD002359,P0084,S012,2026-07-28,68,3804.58,Shipped
ORD002360,P0474,S029,2026-04-17,351,3193.04,Processing
ORD002361,P0399,S007,2026-05-12,782,1166.7,Shipped
ORD002362,P0157,S021,2026-07-30,785,2656.69,Delivered
ORD002363,P0154,S040,2026-09-15,216,2859.33,Processing
ORD002364,P0081,S013,2026-06-14,785,1987.24,Processing
ORD002365,P0313,S043,2026-05-03,161,1635.15,Cancelled
ORD002366,P0305,S027,2026-09-07,799,3635.08,Processing
ORD002367,P0242,S020,2026-05-30,380,733.48,Shipped
ORD002368,P0425,S048,2026-06-22,323,2254.04,Cancelled
ORD002369,P0202,S049,2026-08-15,428,38.31,Cancelled
ORD002370,P0496,S027,2026-04-07,363,3232.51,Processing
ORD002371,P0393,S018,2026-07-18,20,4094.48,Processing
ORD002372,P0339,S046,2026-05-16,263,1481.04,Shipped
ORD002373,P0165,S028,2026-03-30,810,1918.21,Processing
ORD002374,P0317,S033,2026-05-18,451,4283.45,Delivered
ORD002375,P0125,S011,2026-04-12,334,3617.02,Cancelled
ORD002376,P0400,S043,2026-04-04,400,3442.13,Cancelled
ORD002377,P0144,S039,2026-05-26,601,1881.34,Delivered
ORD002378,P0328,S022,2026-04-07,283,2694.1,Cancelled
ORD002379,P0057,S031,2026-06-04,138,4405.44,Delivered
ORD002380,P0397,S047,2026-06-15,424,4123.31,Processing
ORD002381,P0154,S037,2026-08-21,205,2813.56,Cancelled
ORD002382,P0168,S037,2026-05-25,560,3816.31,Shipped
ORD002383,P0272,S019,2026-08-13,707,119.04,Delivered
ORD002384,P0365,S048,2026-09-19,322,4786.43,Shipped
ORD002385,P0383,S014,2026-07-16,189,1613.12,Processing
ORD002386,P0186,S022,2026-07-19,204,3391.57,Shipped
ORD002387,P0310,S048,2026-05-28,956,125.46,Delivered
ORD002388,P0211,S028,2026-09-04,406,4032.26,Delivered
ORD002389,P0031,S033,2026-08-06,383,90.84,Cancelled
ORD002390,P0492,S033,2026-04-01,895,3993.41,Cancelled
ORD002391,P0295,S022,2026-06-04,650,344.88,Delivered
ORD002392,P0048,S036,2026-08-15,800,570.55,Processing
ORD002393,P0434,S006,2026-08-02,588,4613.26,Processing
ORD002394,P0393,S044,2026-04-11,442,4090.6,Cancelled
ORD002395,P0456,S048,2026-07-17,156,3255.71,Delivered
ORD002396,P0332,S037,2026-05-09,348,2275.69,Cancelled
ORD002397,P0206,S037,2026-03-29,301,41.71,Cancelled
ORD002398,P0005,S015,2026-03-28,331,2141.48,Shipped
ORD002399,P0300,S044,2026-05-20,787,1639.83,Cancelled
ORD002400,P0341,S013,2026-09-07,789,4109.41,Shipped
ORD002401,P0079,S013,2026-08-18,792,749.94,Shipped
ORD002402,P0052,S002,2026-05-09,547,3013.59,Delivered
ORD002403,P0277,S023,2026-04-25,978,355.64,Shipped
ORD002404,P0337,S014,2026-05-21,207,1521.62,Cancelled
ORD002405,P0120,S014,2026-06-01,791,1783.17,Processing
ORD002406,P0064,S025,2026-07-14,27,2225.32,Processing
ORD002407,P0026,S029,2026-06-29,450,2001.9,Processing
ORD002408,P0303,S008,2026-06-29,96,4846.53,Delivered
ORD002409,P0388,S014,2026-05-04,124,4704.07,Shipped
ORD002410,P0213,S013,2026-06-13,216,4925.91,Shipped
ORD002411,P0131,S033,2026-07-24,115,4725.04,Delivered
ORD002412,P0195,S027,2026-03-25,410,4808.23,Delivered
ORD002413,P0185,S020,2026-06-22,857,335.87,Shipped
ORD002414,P0360,S006,2026-05-21,667,3221.47,Cancelled
ORD002415,P0009,S018,2026-07-22,748,3240.32,Shipped
ORD002416,P0073,S016,2026-04-04,182,2827.25,Processing
ORD002417,P0080,S009,2026-08-03,712,2354.37,Delivered
ORD002418,P0306,S014,2026-04-08,888,3701.85,Shipped
ORD002419,P0317,S027,2026-06-27,844,795.84,Processing
ORD002420,P0480,S034,2026-05-07,989,765.39,Processing
ORD002421,P0451,S008,2026-06-25,806,820.24,Cancelled
ORD002422,P0157,S026,2026-05-15,641,1872.19,Shipped
ORD002423,P0165,S002,2026-08-30,803,138.89,Delivered
ORD002424,P0018,S048,2026-07-22,893,730.26,Cancelled
ORD002425,P0277,S025,2026-04-04,781,2996.55,Processing
ORD002426,P0052,S001,2026-05-03,358,4486.97,Delivered
ORD002427,P0034,S008,2026-07-09,992,2383.69,Cancelled
ORD002428,P0226,S009,2026-08-08,878,3020.32,Delivered
ORD002429,P0244,S031,2026-06-11,922,4515.39,Processing
ORD002430,P0337,S035,2026-06-14,375,4784.96,Delivered
ORD002431,P0253,S048,2026-07-24,852,4261.32,Processing
ORD002432,P0113,S033,2026-04-25,133,4029.18,Processing
ORD002433,P0338,S006,2026-05-20,762,483.0,Cancelled
ORD002434,P0455,S040,2026-06-04,108,1256.4,Shipped
ORD002435,P0374,S043,2026-05-10,309,1649.84,Cancelled
ORD002436,P0303,S034,2026-09-11,530,2890.06,Shipped
ORD002437,P0168,S028,2026-04-26,384,3309.4,Delivered
ORD002438,P0324,S004,2026-06-30,814,997.5,Processing
ORD002439,P0074,S041,2026-03-27,35,4178.54,Processing
ORD002440,P0204,S021,2026-05-04,12,2864.71,Cancelled
ORD002441,P0097,S041,2026-06-20,891,4086.78,Cancelled
ORD002442,P0110,S030,2026-07-17,637,1321.4,Cancelled
ORD002443,P0382,S018,2026-04-23,672,3844.87,Shipped
ORD002444,P0457,S012,2026-06-18,262,1711.51,Cancelled
ORD002445,P0234,S043,2026-08-11,99,3343.38,Shipped
ORD002446,P0135,S005,2026-08-03,801,1833.46,Delivered
ORD002447,P0065,S007,2026-08-10,233,4875.69,Delivered
ORD002448,P0282,S046,2026-04-23,303,640.23,Shipped
ORD002449,P0232,S028,2026-06-10,567,4921.72,Delivered
ORD002450,P0094,S026,2026-07-31,840,4706.84,Processing
ORD002451,P0431,S044,2026-04-29,228,3881.8,Processing
ORD002452,P0270,S039,2026-06-22,799,767.34,Delivered
ORD002453,P0186,S035,2026-08-07,236,3471.54,Processing
ORD002454,P0082,S007,2026-06-27,697,836.52,Processing
ORD002455,P0277,S040,2026-05-01,435,4292.89,Shipped
ORD002456,P0492,S026,2026-04-05,304,1954.96,Cancelled
ORD002457,P0240,S021,2026-07-23,140,3610.52,Shipped
ORD002458,P0039,S017,2026-03-24,726,2783.23,Shipped
ORD002459,P0473,S047,2026-05-16,628,2973.98,Delivered
ORD002460,P0387,S027,2026-04-08,144,727.52,Processing
ORD002461,P0201,S011,2026-05-25,662,2100.86,Processing
ORD002462,P0428,S023,2026-05-26,73,1139.26,Shipped
ORD002463,P0458,S026,2026-04-28,127,3632.64,Processing
ORD002464,P0228,S010,2026-05-15,689,1384.6,Shipped
ORD002465,P0327,S008,2026-03-26,534,1562.69,Delivered
ORD002466,P0307,S031,2026-08-31,238,3305.5,Shipped
ORD002467,P0278,S048,2026-04-24,625,2277.29,Delivered
ORD002468,P0449,S018,2026-06-19,973,4939.92,Cancelled
ORD002469,P0058,S041,2026-05-28,478,2135.29,Processing
ORD002470,P0444,S032,2026-09-17,777,1462.62,Delivered
ORD002471,P0375,S039,2026-04-15,983,2999.24,Shipped
ORD002472,P0446,S043,2026-05-24,507,4185.18,Cancelled
ORD002473,P0030,S041,2026-07-09,108,4327.18,Shipped
ORD002474,P0464,S017,2026-06-02,656,2544.04,Cancelled
ORD002475,P0429,S017,2026-09-10,366,424.64,Delivered
ORD002476,P0125,S038,2026-07-26,507,1114.73,Cancelled
ORD002477,P0137,S007,2026-09-10,800,4133.04,Cancelled
ORD002478,P0311,S037,2026-08-14,385,3037.07,Cancelled
ORD002479,P0309,S007,2026-04-03,605,4192.65,Delivered
ORD002480,P0049,S008,2026-08-18,-50,3822.51,Shipped
ORD002481,P0345,S046,2026-08-19,926,3022.99,Cancelled
ORD002482,P0178,S042,2026-04-03,808,2206.82,Cancelled
ORD002483,P0443,S034,2026-08-17,39,4701.58,Cancelled
ORD002484,P0465,S002,2026-09-11,222,2838.98,Delivered
ORD002485,P0485,S022,2026-09-01,102,1468.46,Cancelled
ORD002486,P0374,S030,2026-03-31,870,4455.81,Shipped
ORD002487,P0177,S023,2026-09-14,997,4828.29,Shipped
ORD002488,P0402,S004,2026-07-16,333,2296.44,Shipped
ORD002489,P0108,S036,2026-05-04,790,4318.78,Shipped
ORD002490,P0386,S023,2026-07-04,800,4079.19,Cancelled
ORD002491,P0171,S023,2026-04-15,632,2695.79,Processing
ORD002492,P0425,S020,2026-06-13,104,4571.71,Delivered
ORD002493,P0208,S021,2026-09-03,637,2490.99,Processing
ORD002494,P0104,S017,2026-06-29,877,3539.91,Shipped
ORD002495,P0413,S029,2026-06-18,918,1813.7,Processing
ORD002496,P0166,S002,2026-05-06,115,957.05,Shipped
ORD002497,P0359,S042,2026-07-31,574,1488.06,Processing
ORD002498,P0317,S045,2026-07-03,78,1001.11,Delivered
ORD002499,P0469,S043,2026-08-24,415,4262.52,Processing
ORD002500,P0273,S023,2026-06-19,407,673.83,Cancelled
ORD002501,P0433,S048,2026-04-19,835,4383.56,Shipped
ORD002502,P0292,S006,2026-08-28,332,4997.2,Cancelled
ORD002503,P0126,S036,2026-04-03,159,3340.93,Shipped
ORD002504,P0254,S015,2026-03-30,854,3478.44,Processing
ORD002505,P0449,S015,2026-05-25,451,3243.0,Processing
ORD002506,P0007,S019,2026-04-30,250,4823.31,Cancelled
ORD002507,P0213,S036,2026-07-14,565,4991.88,Processing
ORD002508,P0096,S034,2026-07-07,595,2004.09,Cancelled
ORD002509,P0362,S024,2026-05-29,823,4010.61,Cancelled
ORD002510,P0187,S016,2026-06-26,328,2706.44,Delivered
ORD002511,P0069,S021,2026-09-17,881,4138.96,Processing
ORD002512,P0297,S009,2026-08-08,99,4905.25,Cancelled
ORD002513,P0161,S007,2026-08-08,827,4133.21,Processing
ORD002514,P0368,S045,2026-06-21,661,4882.7,Processing
ORD002515,P0138,S037,2026-07-21,857,275.48,Cancelled
ORD002516,P0303,S028,2026-07-29,67,4766.29,Processing
ORD002517,P0287,S029,2026-03-29,573,3254.89,Shipped
ORD002518,P0445,S046,2026-07-24,152,328.25,Shipped
ORD002519,P0489,S047,2026-04-09,283,2853.07,Delivered
ORD002520,P0252,S028,2026-08-24,722,3824.18,Processing
ORD002521,P0111,S043,2026-07-03,463,1556.03,Shipped
ORD002522,P0120,S037,2026-06-16,818,4381.08,Cancelled
ORD002523,P0393,S035,2026-04-29,698,2938.49,Delivered
ORD002524,P0028,S046,2026-08-27,773,1798.16,Delivered
ORD002525,P0315,S005,2026-04-11,543,2074.42,Processing
ORD002526,P0128,S039,2026-05-12,793,3796.52,Processing
ORD002527,P0016,S042,2026-05-09,952,2479.93,Delivered
ORD002528,P0046,S007,2026-06-16,969,2023.74,Cancelled
ORD002529,P0196,S045,2026-07-06,486,701.16,Shipped
ORD002530,P0050,S020,2026-05-09,364,895.28,Cancelled
ORD002531,P0256,S006,2026-05-27,189,1309.92,Processing
ORD002532,P0180,S042,2026-05-21,649,417.03,Cancelled
ORD002533,P0269,S017,2026-04-17,21,4397.71,Delivered
ORD002534,P0031,S044,2026-08-13,383,486.5,Delivered
ORD002535,P0007,S001,2026-08-06,335,1929.92,Delivered
ORD002536,P0289,S024,2026-08-16,880,356.25,Processing
ORD002537,P0326,S040,2026-05-11,511,917.12,Processing
ORD002538,P0050,S044,2026-06-20,935,781.81,Shipped
ORD002539,P0091,S029,2026-08-17,724,4231.41,Processing
ORD002540,P0077,S029,2026-07-31,32,3114.19,Delivered
ORD002541,P0479,S019,2026-06-11,111,1751.78,Processing
ORD002542,P0266,S011,2026-08-22,922,507.61,Processing
ORD002543,P0080,S040,2026-08-25,943,1693.61,Cancelled
ORD002544,P0281,S025,2026-09-08,803,2245.2,Delivered
ORD002545,P0284,S005,2026-09-11,347,1238.65,Processing
ORD002546,P0492,S032,2026-05-24,193,3972.33,Delivered
ORD002547,P0031,S031,2026-06-23,831,4219.57,Delivered
ORD002548,P0047,S043,2026-08-04,671,1609.56,Cancelled
ORD002549,P0330,S013,2026-08-10,290,1608.38,Cancelled
ORD002550,P0150,S041,2026-05-13,437,2027.15,Cancelled
ORD002551,P0252,S002,2026-04-14,504,530.55,Cancelled
ORD002552,P0200,S020,2026-08-27,510,4961.51,Shipped
ORD002553,P0358,S004,2026-09-15,541,4157.97,Processing
ORD002554,P0158,S038,2026-04-15,766,4502.38,Processing
ORD002555,P0161,S048,2026-09-04,50,2676.12,Delivered
ORD002556,P0198,S013,2026-06-09,361,4821.29,Delivered
ORD002557,P0448,S028,2026-09-15,757,2546.79,Processing
ORD002558,P0190,S044,2026-08-01,716,233.16,Processing
ORD002559,P0235,S012,2026-04-18,914,1115.62,Shipped
ORD002560,P0366,S014,2026-04-11,508,1041.62,Delivered
ORD002561,P0473,S025,2026-04-04,211,4502.6,Delivered
ORD002562,P0003,S016,2026-06-06,676,4070.05,Shipped
ORD002563,P0200,S015,2026-05-08,381,4588.74,Cancelled
ORD002564,P0080,S010,2026-04-04,614,1238.4,Shipped
ORD002565,P0349,S037,2026-07-10,728,4320.08,Shipped
ORD002566,P0482,S042,2026-05-15,755,4569.54,Cancelled
ORD002567,P0006,S027,2026-09-16,844,2074.06,Shipped
ORD002568,P0419,S050,2026-05-11,500,1274.59,Delivered
ORD002569,P0355,S026,2026-08-31,43,3483.05,Cancelled
ORD002570,P0340,S045,2026-04-25,229,361.92,Delivered
ORD002571,P0082,S032,2026-04-22,69,924.96,Shipped
ORD002572,P0484,S048,2026-05-05,263,4777.03,Cancelled
ORD002573,P0275,S019,2026-06-04,292,4278.99,Shipped
ORD002574,P0390,S008,2026-04-20,405,4116.16,Processing
ORD002575,P0285,S032,2026-04-15,206,644.3,Delivered
ORD002576,P0246,S007,2026-07-22,115,1150.94,Cancelled
ORD002577,P0043,S049,2026-05-10,711,4033.98,Processing
ORD002578,P0316,S024,2026-07-13,449,3694.35,Cancelled
ORD002579,P0394,S003,2026-08-23,679,4668.74,Processing
ORD002580,P0372,S021,2026-05-16,45,2848.32,Processing
ORD002581,P0441,S017,2026-06-19,944,885.89,Cancelled
ORD002582,P0462,S042,2026-05-14,58,1962.65,Processing
ORD002583,P0259,S005,2026-06-06,231,927.98,Processing
ORD002584,P0337,S047,2026-06-17,450,136.3,Cancelled
ORD002585,P0432,S016,2026-04-10,617,2647.5,Processing
ORD002586,P0281,S021,2026-04-29,59,565.72,Delivered
ORD002587,P0266,S035,2026-07-06,18,3096.75,Processing
ORD002588,P0190,S003,2026-06-14,147,4508.58,Processing
ORD002589,P0196,S001,2026-03-25,577,301.5,Cancelled
ORD002590,P0062,S015,2026-08-16,781,3145.15,Delivered
ORD002591,P0333,S031,2026-03-29,960,2861.74,Cancelled
ORD002592,P0352,S040,2026-06-04,397,2253.86,Processing
ORD002593,P0252,S040,2026-09-14,257,1732.28,Cancelled
ORD002594,P0471,S010,2026-07-24,466,2686.91,Shipped
ORD002595,P0074,S019,2026-05-20,653,3657.58,Cancelled
ORD002596,P0452,S011,2026-05-28,377,3702.63,Cancelled
ORD002597,P0074,S003,2026-06-08,471,2057.75,Processing
ORD002598,P0065,S041,2026-07-04,362,1048.42,Cancelled
ORD002599,P0453,S027,2026-07-09,472,3669.91,Cancelled
ORD002600,P0238,S024,2026-07-01,346,1636.79,Cancelled
ORD002601,P0371,S034,2026-04-27,211,1237.58,Processing
ORD002602,P0100,S047,2026-08-16,676,3922.79,Shipped
ORD002603,P0281,S049,2026-07-20,812,2046.96,Shipped
ORD002604,P0202,S010,2026-05-17,482,552.16,Cancelled
ORD002605,P0464,S050,2026-06-08,891,3121.74,Delivered
ORD002606,P0112,S022,2026-05-14,565,4450.72,Cancelled
ORD002607,P0222,S012,2026-08-03,966,2220.47,Processing
ORD002608,P0291,S043,2026-06-30,177,1373.87,Processing
ORD002609,P0206,S037,2026-09-04,801,4006.18,Processing
ORD002610,P0163,S030,2026-07-07,252,4341.47,Processing
ORD002611,P0162,S040,2026-07-26,956,3819.33,Delivered
ORD002612,P0050,S005,2026-09-13,88,117.12,Delivered
ORD002613,P0437,S006,2026-06-16,321,4658.5,Shipped
ORD002614,P0381,S010,2026-05-14,981,1072.93,Delivered
ORD002615,P0320,S021,2026-06-24,598,4523.53,Cancelled
ORD002616,P0174,S046,2026-07-23,180,1455.81,Delivered
ORD002617,P0082,S010,2026-08-14,168,2081.78,Cancelled
ORD002618,P0288,S036,2026-05-03,644,2353.14,Shipped
ORD002619,P0435,S016,2026-09-16,1000,575.67,Processing
ORD002620,P0050,S049,2026-07-15,41,686.64,Cancelled
ORD002621,P0195,S031,2026-07-23,175,3838.02,Shipped
ORD002622,P0300,S037,2026-07-14,187,2242.19,Delivered
ORD002623,P0485,S043,2026-07-27,581,1725.71,Shipped
ORD002624,P0454,S024,2026-04-14,71,894.4,Shipped
ORD002625,P0202,S010,2026-09-13,114,4964.56,Processing
ORD002626,P0165,S019,2026-09-02,729,3965.98,Delivered
ORD002627,P0309,S032,2026-06-22,17,3113.09,Cancelled
ORD002628,P0187,S017,2026-05-06,197,2571.98,Delivered
ORD002629,P0164,S011,2026-07-27,54,3250.53,Shipped
ORD002630,P0230,S028,2026-05-30,346,211.87,Cancelled
ORD002631,P0042,S022,2026-09-08,565,166.56,Delivered
ORD002632,P0010,S020,2026-08-17,390,1006.22,Cancelled
ORD002633,P0199,S003,2026-06-29,712,3362.8,Cancelled
ORD002634,P0188,S033,2026-06-17,875,4968.33,Cancelled
ORD002635,P0363,S022,2026-07-06,136,4715.1,Shipped
ORD002636,P0099,S032,2026-08-12,289,1340.7,Cancelled
ORD002637,P0044,S043,2026-09-11,936,1599.88,Delivered
ORD002638,P0416,S009,2026-03-29,826,3812.7,Processing
ORD002639,P0091,S024,2026-04-12,67,778.49,Processing
ORD002640,P0443,S005,2026-04-15,10,3618.3,Shipped
ORD002641,P0037,S010,2026-08-29,597,3134.37,Cancelled
ORD002642,P0448,S022,2026-09-01,805,3328.04,Delivered
ORD002643,P0361,S009,2026-04-07,205,4590.83,Delivered
ORD002644,P0047,S046,2026-05-10,975,467.01,Cancelled
ORD002645,P0120,S014,2026-09-15,52,3587.73,Cancelled
ORD002646,P0321,S034,2026-06-14,198,2385.46,Processing
ORD002647,P0310,S046,2026-07-28,191,2351.36,Delivered
ORD002648,P0095,S033,2026-07-15,7,407.0,Processing
ORD002649,P0074,S035,2026-05-30,590,4863.89,Delivered
ORD002650,P0390,S005,2026-09-19,193,943.37,Shipped
ORD002651,P0084,S026,2026-05-21,651,4181.84,Shipped
ORD002652,P0212,S033,2026-08-24,656,1434.16,Cancelled
ORD002653,P0423,S023,2026-05-27,754,1211.45,Delivered
ORD002654,P0456,S044,2026-09-07,258,1414.43,Processing
ORD002655,P0032,S005,2026-04-09,506,1727.67,Delivered
ORD002656,P0387,S028,2026-08-29,82,3373.43,Cancelled
ORD002657,P0382,S044,2026-03-27,91,1598.81,Shipped
ORD002658,P0349,S039,2026-09-18,695,4796.89,Shipped
ORD002659,P0231,S023,2026-06-13,761,4056.72,Shipped
ORD002660,P0154,S049,2026-07-29,501,1574.24,Processing
ORD002661,P0301,S011,2026-05-21,44,3457.41,Cancelled
ORD002662,P0451,S030,2026-07-21,333,4618.0,Cancelled
ORD002663,P0445,S030,2026-07-20,464,771.9,Cancelled
ORD002664,P0487,S002,2026-07-09,895,705.77,Shipped
ORD002665,P0446,S041,2026-06-29,153,2003.1,Delivered
ORD002666,P0406,S043,2026-07-13,928,872.17,Processing
ORD002667,P0049,S002,2026-05-18,401,2366.72,Shipped
ORD002668,P0102,S002,2026-06-18,510,1967.24,Shipped
ORD002669,P0143,S015,2026-08-11,195,2437.81,Cancelled
ORD002670,P0223,S011,2026-07-12,500,4845.81,Delivered
ORD002671,P0493,S007,2026-06-22,69,4765.22,Cancelled
ORD002672,P0149,S010,2026-08-26,241,2598.63,Cancelled
ORD002673,P0214,S032,2026-05-18,14,4784.72,Processing
ORD002674,P0323,S020,2026-06-18,701,3096.22,Delivered
ORD002675,P0067,S034,2026-08-24,289,1712.08,Shipped
ORD002676,P0443,S009,2026-09-16,379,2830.99,Cancelled
ORD002677,P0010,S029,2026-04-09,379,2090.83,Processing
ORD002678,P0353,S015,2026-06-15,932,4360.65,Shipped
ORD002679,P0469,S031,2026-09-02,806,1409.85,Shipped
ORD002680,P0407,S022,2026-08-18,716,979.95,Processing
ORD002681,P0401,S041,2026-06-14,587,4855.97,Processing
ORD002682,P0313,S016,2026-08-22,833,4100.09,Cancelled
ORD002683,P0241,S002,2026-08-15,321,2559.69,Delivered
ORD002684,P0385,S010,2026-06-30,639,1615.06,Cancelled
ORD002685,P0309,S047,2026-07-20,273,343.96,Cancelled
ORD002686,P0406,S050,2026-05-12,283,3562.42,Shipped
ORD002687,P0243,S016,2026-04-08,229,3169.02,Shipped
ORD002688,P0423,S040,2026-06-23,495,2813.77,Shipped
ORD002689,P0249,S021,2026-06-13,620,4417.24,Processing
ORD002690,P0097,S039,2026-09-05,620,610.61,Delivered
ORD002691,P0269,S033,2026-05-12,290,1248.65,Cancelled
ORD002692,P0359,S001,2026-07-10,306,1312.33,Processing
ORD002693,P0013,S002,2026-06-07,668,3223.5,Cancelled
ORD002694,P0189,S030,2026-04-13,795,4549.94,Processing
ORD002695,P0321,S025,2026-07-16,569,793.32,Cancelled
ORD002696,P0056,S018,2026-06-12,467,1386.99,Cancelled
ORD002697,P0084,S038,2026-06-04,132,1620.79,Delivered
ORD002698,P0027,S021,2026-04-24,566,2390.74,Processing
ORD002699,P0426,S047,2026-06-12,385,2755.13,Cancelled
ORD002700,P0166,S026,2026-09-05,183,1639.79,Delivered
ORD002701,P0145,S021,2026-09-04,580,3784.89,Delivered
ORD002702,P0029,S047,2026-08-01,735,3571.18,Cancelled
